XPath,CAP_2011_EML,CAP_2012_EML,CAP_2013_EML,CAP_2014_EML,CAP_2015_EML,CAP_2016_EML,CAP_2017_EML,CAP_2018_EML
/eml:eml/dataset/associatedParty/@scope,0.0,0.83,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/@system,0.0,0.83,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/administrativeArea,0.0,3.0,0.08,0.0,0.05,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/city,0.0,3.0,0.08,0.0,0.05,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/country,0.0,3.0,0.08,0.0,0.05,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/deliveryPoint,0.0,3.0,0.08,0.0,0.05,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/postalCode,0.0,3.0,0.08,0.0,0.05,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/electronicMailAddress,0.0,1.33,0.08,0.0,0.03,0.0,0.33,0.0
/eml:eml/dataset/associatedParty/individualName/givenName,0.49,3.83,0.1,0.0,0.27,0.96,0.81,0.0
/eml:eml/dataset/associatedParty/individualName/salutation,0.0,1.33,0.08,0.0,0.03,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/individualName/surName,0.49,3.0,0.08,0.0,0.26,0.96,0.81,0.0
/eml:eml/dataset/associatedParty/onlineUrl,0.0,2.67,0.08,0.0,0.06,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/organizationName,0.0,3.0,0.08,0.0,0.26,0.96,0.81,0.0
/eml:eml/dataset/associatedParty/phone,0.0,1.08,0.08,0.0,0.02,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/phone/@phonetype,0.0,1.08,0.08,0.0,0.02,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/positionName,0.0,3.0,0.08,0.0,0.05,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/role,0.49,3.0,0.08,0.0,0.26,0.96,0.81,0.0
/eml:eml/dataset/associatedParty/userId,0.0,0.0,0.0,0.0,0.21,0.96,0.48,0.0
/eml:eml/dataset/associatedParty/userId/@directory,0.0,0.0,0.0,0.0,0.21,0.96,0.48,0.0
/eml:eml/dataset/contact/@id,0.3,0.25,0.69,1.0,0.25,0.04,0.0,0.0
/eml:eml/dataset/contact/@scope,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/@scope,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/administrativeArea,0.9,1.0,1.0,1.0,1.84,1.72,1.0,0.44
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0,1.96,1.72,1.0,1.0
/eml:eml/dataset/contact/address/country,0.44,0.25,0.69,1.0,1.42,1.56,0.93,0.94
/eml:eml/dataset/contact/address/deliveryPoint,2.15,1.33,1.08,1.0,3.89,2.56,1.07,2.17
/eml:eml/dataset/contact/address/postalCode,1.0,1.0,1.0,1.0,1.96,1.72,1.0,1.0
/eml:eml/dataset/contact/electronicMailAddress,0.99,1.0,1.0,1.0,1.93,1.16,0.93,1.0
/eml:eml/dataset/contact/individualName/givenName,0.02,0.0,0.0,0.0,0.02,0.08,0.07,0.0
/eml:eml/dataset/contact/individualName/surName,0.01,0.0,0.0,0.0,0.02,0.08,0.07,0.0
/eml:eml/dataset/contact/onlineUrl,0.0,0.0,0.0,0.0,0.96,0.72,0.0,0.0
/eml:eml/dataset/contact/organizationName,0.6,1.0,1.0,1.0,1.64,1.72,1.0,0.44
/eml:eml/dataset/contact/phone,1.98,2.0,2.0,2.0,3.86,1.76,0.07,1.22
/eml:eml/dataset/contact/phone/@phonetype,1.98,2.0,2.0,2.0,3.85,1.76,0.07,1.22
/eml:eml/dataset/contact/positionName,0.99,1.0,1.0,1.0,1.95,1.72,1.0,1.0
/eml:eml/dataset/coverage/@id,0.0,0.25,0.69,0.0,0.05,0.0,0.0,0.0
/eml:eml/dataset/coverage/@scope,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@id,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.11
/eml:eml/dataset/coverage/geographicCoverage/@scope,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.97,1.0,1.0,1.0,0.98,1.08,1.0,1.06
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.97,1.0,1.0,1.0,0.98,1.08,1.0,1.06
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.97,1.0,1.0,1.0,0.98,1.08,1.0,1.06
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.97,1.0,1.0,1.0,0.98,1.08,1.0,1.06
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,0.97,1.0,1.0,1.0,0.98,1.08,1.0,1.06
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/commonName,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,0.14,0.0,0.0,0.0,0.31,1.4,15.85,94.78
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,0.14,0.0,0.0,0.0,0.31,1.4,15.85,94.78
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/commonName,0.05,0.0,0.0,0.0,0.11,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankName,0.13,0.0,0.0,0.0,0.3,1.4,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankValue,0.13,0.0,0.0,0.0,0.3,1.4,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.09,0.0,0.0,0.0,0.18,0.0,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.09,0.0,0.0,0.0,0.18,0.0,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/commonName,0.09,0.0,0.0,0.0,0.18,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.09,0.0,0.0,0.0,0.18,0.0,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.09,0.0,0.0,0.0,0.18,0.0,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,14.0,94.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,14.0,92.22
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,14.0,92.22
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,13.41,88.56
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,13.41,88.56
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,12.22,87.89
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,12.22,87.89
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.78
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.78
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
/eml:eml/dataset/coverage/temporalCoverage/@id,0.0,0.0,0.05,0.0,0.01,0.0,0.07,0.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.6,1.0,1.05,1.0,0.56,0.92,1.04,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/time,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.6,1.0,1.05,1.0,0.56,0.92,1.04,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/time,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/alternativeTimeScale/timeScaleAgeEstimate,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/alternativeTimeScale/timeScaleName,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/calendarDate,0.38,0.0,0.23,2.24,0.42,0.08,0.0,0.0
/eml:eml/dataset/creator/@id,0.05,0.67,2.26,0.0,0.23,0.72,3.63,2.39
/eml:eml/dataset/creator/@scope,0.14,0.42,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/@system,0.05,0.42,0.0,0.0,0.08,0.0,0.04,0.61
/eml:eml/dataset/creator/address/@scope,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,1.24,1.0,0.77,0.0,1.32,0.04,0.0,0.83
/eml:eml/dataset/creator/address/city,1.25,1.0,0.77,0.0,1.34,0.04,0.0,0.83
/eml:eml/dataset/creator/address/country,0.37,1.0,0.44,0.0,0.36,0.0,0.0,0.61
/eml:eml/dataset/creator/address/deliveryPoint,2.99,1.33,0.92,0.0,2.85,0.08,0.0,2.33
/eml:eml/dataset/creator/address/postalCode,1.25,1.0,0.72,0.0,1.34,0.04,0.0,0.83
/eml:eml/dataset/creator/electronicMailAddress,0.74,0.67,0.62,0.0,0.8,1.36,4.0,1.94
/eml:eml/dataset/creator/individualName/givenName,2.31,0.67,2.9,1.05,2.61,3.8,4.44,4.83
/eml:eml/dataset/creator/individualName/salutation,0.0,0.67,1.41,0.0,0.11,0.0,0.0,0.0
/eml:eml/dataset/creator/individualName/surName,1.77,0.67,2.36,1.0,1.89,3.68,4.37,3.89
/eml:eml/dataset/creator/onlineUrl,0.01,1.58,0.54,0.0,0.13,0.0,0.0,0.0
