Collection,Record,Abstract,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator Email Address,Author / Originator Identifier,Author / Originator Identifier Type,Author / Originator World Wide Web Address,Bounding Box,Contributor Name,Contributor Role,Distribution Format,Easternmost Longitude,End Time,Entity Type Definition,Entity and Attribute Information,Instrument,Keyword,Keyword Type,Keyword Vocabulary,Maintenance,Metadata Access Constraints,Metadata Use Constraints,Northernmost Latitude,Organization Name,Originating Organization,Parent Identifier,Place Keyword,Process Step,Project Description,Project Name,Publication Date,Publisher,Related Resource Citation,Related Resource Identifier,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Language,Resource Lineage,Resource Long Name,Resource Status,Resource Title,Resource Use Constraints,Resource on-line Link,Responsible Party Identifier,Responsible Party Identifier Type,Rights,Security Constraints,Southernmost Latitude,Spatial Extent,Start Time,Supplemental Information,Taxonomic Extent,Temporal Extent,Unknown,Vertical Maximum,Vertical Minimum,Vertical Resolution,Westernmost Longitude
2010,33.7.xml,1.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,176.0,1.0,1.0,1.0,1.0
2010,33.8.xml,1.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,176.0,1.0,1.0,1.0,1.0
2010,34.1.xml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0
2010,34.10.xml,1.0,29.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,29.0,2.0,7.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,285.0,0.0,0.0,0.0,5.0
2010,34.11.xml,1.0,29.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,29.0,2.0,7.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,285.0,0.0,0.0,0.0,5.0
2010,34.2.xml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0
2010,34.3.xml,1.0,29.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,30.0,2.0,7.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,307.0,0.0,0.0,0.0,4.0
2010,34.5.xml,1.0,29.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,29.0,2.0,7.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,301.0,0.0,0.0,0.0,5.0
2010,34.6.xml,1.0,29.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,29.0,2.0,7.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,301.0,0.0,0.0,0.0,5.0
2010,34.7.xml,1.0,29.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,29.0,2.0,7.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,302.0,0.0,0.0,0.0,5.0
2010,34.8.xml,1.0,29.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,29.0,2.0,7.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,285.0,0.0,0.0,0.0,5.0
2010,34.9.xml,1.0,29.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,29.0,2.0,7.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,285.0,0.0,0.0,0.0,5.0
2010,35.1.xml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0
2010,35.2.xml,1.0,16.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,17.0,0.0,0.0,2.0,17.0,1.0,2.0,2.0,0.0,18.0,1.0,4.0,0.0,1.0,1.0,17.0,2.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,17.0,17.0,1.0,1.0,0.0,1.0,298.0,0.0,0.0,0.0,17.0
2010,35.4.xml,1.0,16.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0,3.0,2.0,2.0,17.0,1.0,2.0,2.0,0.0,18.0,1.0,4.0,0.0,1.0,1.0,17.0,3.0,1.0,1.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,17.0,17.0,1.0,1.0,0.0,1.0,310.0,0.0,0.0,0.0,17.0
2010,35.5.xml,1.0,16.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,17.0,3.0,2.0,1.0,17.0,1.0,2.0,2.0,0.0,18.0,2.0,4.0,0.0,1.0,1.0,17.0,2.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,17.0,17.0,1.0,0.0,0.0,1.0,305.0,0.0,0.0,0.0,17.0
2010,35.6.xml,1.0,16.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,17.0,3.0,2.0,1.0,17.0,1.0,2.0,2.0,0.0,18.0,2.0,4.0,0.0,1.0,1.0,17.0,2.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,17.0,17.0,1.0,0.0,0.0,1.0,305.0,0.0,0.0,0.0,17.0
2010,36.3.xml,1.0,5.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,16.0,2.0,6.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,215.0,0.0,0.0,0.0,4.0
2010,36.4.xml,1.0,5.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,16.0,2.0,6.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,215.0,0.0,0.0,0.0,4.0
2010,36.5.xml,1.0,5.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,16.0,2.0,6.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,215.0,0.0,0.0,0.0,4.0
2010,36.6.xml,1.0,5.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,16.0,2.0,6.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,215.0,0.0,0.0,0.0,4.0
2010,36.7.xml,1.0,5.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,16.0,2.0,6.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,177.0,0.0,0.0,0.0,4.0
2010,36.8.xml,1.0,5.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,16.0,2.0,6.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,177.0,0.0,0.0,0.0,4.0
2010,37.3.xml,1.0,49.0,1.0,4.0,4.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,44.0,3.0,5.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,334.0,0.0,0.0,0.0,1.0
2010,37.4.xml,1.0,49.0,1.0,4.0,4.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,44.0,3.0,5.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,334.0,0.0,0.0,0.0,1.0
2010,38.3.xml,1.0,18.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,59.0,3.0,7.0,0.0,1.0,1.0,11.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,11.0,11.0,1.0,0.0,1.0,1.0,480.0,1.0,1.0,1.0,11.0
2010,38.4.xml,1.0,18.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,59.0,3.0,7.0,0.0,1.0,1.0,11.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,11.0,11.0,1.0,0.0,1.0,1.0,480.0,1.0,1.0,1.0,11.0
2010,39.3.xml,1.0,18.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,30.0,3.0,7.0,0.0,1.0,1.0,11.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,11.0,11.0,1.0,0.0,1.0,1.0,289.0,1.0,1.0,1.0,11.0
2010,39.4.xml,1.0,18.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,30.0,3.0,7.0,0.0,1.0,1.0,11.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,11.0,11.0,1.0,0.0,1.0,1.0,289.0,1.0,1.0,1.0,11.0
2010,40.1.xml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0
2010,40.2.xml,1.0,24.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0
2010,40.4.xml,1.0,24.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0
2010,40.5.xml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0
2010,40.7.xml,1.0,24.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,21.0,2.0,7.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,254.0,0.0,0.0,0.0,5.0
2010,40.8.xml,1.0,24.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,21.0,2.0,7.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,254.0,0.0,0.0,0.0,5.0
