Collection,Record,Abstract,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator World Wide Web Address,Bounding Box,Contributor Name,Contributor Role,Distribution Format,Easternmost Longitude,End Time,Entity Type Definition,Entity and Attribute Information,Instrument,Keyword,Keyword Vocabulary,Maintenance,Metadata Access Constraints,Metadata Contact,Metadata Use Constraints,Northernmost Latitude,Organization Name,Originating Organization,Process Step,Project Description,Project Name,Publication Date,Publisher,Purpose,Related Resource Citation,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Language,Resource Lineage,Resource Long Name,Resource Quality Description,Resource Status,Resource Title,Resource Use Constraints,Resource on-line Link,Rights,Security Constraints,Southernmost Latitude,Spatial Extent,Start Time,Supplemental Information,Temporal Extent,Unknown,Vertical Maximum,Vertical Minimum,Vertical Resolution,Westernmost Longitude
2015,147.167839.xml,1.0,12.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,23.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,127.0,0.0,0.0,0.0,0.0
2015,148.131881.xml,1.0,11.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,174.0,1.0,1.0,1.0,1.0
2015,148.131882.xml,1.0,11.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,174.0,1.0,1.0,1.0,1.0
2015,149.154704.xml,1.0,11.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,8.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,2.0
2015,15.218704.xml,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,150.0,1.0,1.0,1.0,1.0
2015,150.228533.xml,1.0,19.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,23.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,155.0,2.0,2.0,1.0,2.0
2015,151.144981.xml,1.0,10.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,15.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,115.0,2.0,2.0,1.0,2.0
2015,152.478811.xml,1.0,30.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,1.0,1.0,0.0,11.0,2.0,0.0,1.0,1.0,1.0,8.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,0.0,1.0,1.0,149.0,0.0,0.0,0.0,8.0
2015,152.480570.xml,1.0,30.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,1.0,1.0,0.0,11.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,0.0,1.0,1.0,145.0,0.0,0.0,0.0,8.0
2015,153.201683.xml,1.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,115.0,1.0,1.0,1.0,1.0
2015,154.259233.xml,1.0,22.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,134.0,1.0,1.0,1.0,1.0
2015,155.195405.xml,1.0,13.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,24.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,136.0,1.0,1.0,1.0,2.0
2015,155.231985.xml,1.0,13.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,24.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,133.0,1.0,1.0,1.0,2.0
2015,155.233346.xml,1.0,13.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,24.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,133.0,1.0,1.0,1.0,2.0
2015,156.194770.xml,1.0,12.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,0.0,28.0,2.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,126.0,2.0,2.0,1.0,5.0
2015,156.244056.xml,1.0,12.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,0.0,28.0,2.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,129.0,2.0,2.0,1.0,5.0
2015,156.245411.xml,1.0,12.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,0.0,28.0,2.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,129.0,2.0,2.0,1.0,5.0
2015,156.245412.xml,1.0,12.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,28.0,2.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,128.0,2.0,2.0,1.0,4.0
2015,157.285482.xml,1.0,14.0,1.0,1.0,1.0,1.0,9.0,6.0,3.0,1.0,8.0,1.0,1.0,1.0,0.0,11.0,2.0,0.0,1.0,0.0,1.0,8.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,9.0,1.0,1.0,1.0,166.0,5.0,5.0,1.0,8.0
2015,157.335920.xml,1.0,14.0,1.0,1.0,1.0,1.0,9.0,7.0,3.0,1.0,8.0,1.0,1.0,1.0,0.0,11.0,2.0,0.0,1.0,0.0,1.0,8.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,9.0,1.0,1.0,1.0,157.0,5.0,5.0,1.0,8.0
2015,157.337136.xml,1.0,14.0,1.0,1.0,1.0,1.0,9.0,7.0,3.0,1.0,8.0,1.0,1.0,1.0,0.0,11.0,2.0,0.0,1.0,0.0,1.0,8.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,9.0,1.0,1.0,1.0,157.0,5.0,5.0,1.0,8.0
2015,158.151298.xml,1.0,10.0,1.0,3.0,3.0,3.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,129.0,1.0,1.0,1.0,1.0
2015,159.220445.xml,1.0,21.0,1.0,3.0,3.0,3.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,12.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,154.0,0.0,0.0,0.0,0.0
2015,160.161762.xml,1.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,106.0,1.0,1.0,1.0,1.0
