Collection,Record,Abstract,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator World Wide Web Address,Contributor Name,Contributor Role,Distribution Format,Entity Type Definition,Entity and Attribute Information,Instrument,Keyword,Keyword Vocabulary,Metadata Access Constraints,Metadata Contact,Metadata Use Constraints,Organization Name,Originating Organization,Process Step,Project Name,Publication Date,Publisher,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Lineage,Resource Long Name,Resource Status,Resource Title,Resource Use Constraints,Resource on-line Link,Rights,Security Constraints,Unknown
2016,189.2.xml,1.0,7.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,156.0
2016,197.2.xml,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0
2016,199.2.xml,1.0,23.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,429.0
2016,208.2.xml,1.0,21.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,247.0
2016,211.2.xml,1.0,16.0,1.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,13.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,189.0
2016,212.2.xml,1.0,21.0,1.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,383.0
2016,214.1.xml,1.0,27.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,360.0
2016,215.2.xml,1.0,16.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,226.0
2016,219.2.xml,1.0,17.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,172.0
2016,220.2.xml,1.0,17.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,172.0
2016,239.1.xml,1.0,28.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,326.0
2016,24.2.xml,1.0,17.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,14.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,204.0
2016,24.3.xml,1.0,17.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,14.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,204.0
2016,242.1.xml,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.0
2016,243.1.xml,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0
2016,244.1.xml,1.0,8.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,151.0
2016,245.1.xml,1.0,18.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,146.0
2016,246.1.xml,1.0,10.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0
2016,247.1.xml,1.0,14.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,179.0
2016,26.2.xml,1.0,9.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,153.0
2016,266.1.xml,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0
2016,27.2.xml,1.0,19.0,1.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,13.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,196.0
2016,28.2.xml,1.0,21.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,245.0
2016,34.2.xml,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69.0
2016,36.2.xml,1.0,15.0,1.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,13.0,1.0,1.0,1.0,1.0,7.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,180.0
2016,36.3.xml,1.0,15.0,1.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,13.0,1.0,1.0,1.0,1.0,7.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,180.0
2016,41.2.xml,1.0,14.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,14.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,176.0
2016,41.3.xml,1.0,14.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,14.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,176.0
2016,42.2.xml,1.0,38.0,1.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,19.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,229.0
2016,42.3.xml,1.0,38.0,1.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,19.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,229.0
2016,44.2.xml,1.0,9.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0
2016,45.2.xml,1.0,13.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0
2016,46.2.xml,1.0,9.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,175.0
2016,47.2.xml,1.0,7.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,143.0
2016,48.2.xml,1.0,11.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,167.0
2016,49.2.xml,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69.0
2016,50.2.xml,1.0,11.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,12.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,172.0
2016,69.2.xml,1.0,9.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,145.0
2016,70.2.xml,1.0,7.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,128.0
2016,86.2.xml,1.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,137.0
2016,87.2.xml,1.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,133.0
2016,88.2.xml,1.0,6.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,139.0
2016,89.2.xml,1.0,6.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,123.0
2016,91.2.xml,1.0,6.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,150.0
2016,92.2.xml,1.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,131.0
2016,93.2.xml,1.0,7.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,146.0
2016,94.2.xml,1.0,10.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,192.0
2016,95.2.xml,1.0,24.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,459.0
2016,96.2.xml,1.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114.0
2016,97.2.xml,1.0,13.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,171.0
2016,98.2.xml,1.0,12.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,168.0
2016,99.2.xml,1.0,25.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,473.0
