Collection,Record,Abstract,Attribute Constraints,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator Email Address,Author / Originator World Wide Web Address,Bounding Box,Contributor Name,Contributor Role,Distribution Format,Easternmost Longitude,End Time,Entity Type Definition,Entity and Attribute Information,Instrument,Keyword,Keyword Type,Keyword Vocabulary,Maintenance,Metadata Access Constraints,Metadata Contact,Metadata Modified Date,Metadata Use Constraints,Northernmost Latitude,Organization Name,Originating Organization,Process Step,Project Description,Project Name,Publication Date,Publisher,Publisher E-Mail,Publisher URL,Purpose,Related Resource Citation,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Lineage,Resource Long Name,Resource Quality Description,Resource Revision Date,Resource Status,Resource Title,Resource Update Frequency,Resource Use Constraints,Resource on-line Link,Rights,Security Constraints,Southernmost Latitude,Spatial Extent,Start Time,Supplemental Information,Taxonomic Extent,Temporal Extent,Temporal Keyword,Unknown,Vertical Maximum,Vertical Minimum,Vertical Resolution,Westernmost Longitude
2015,2727.6.xml,1.0,2.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,828.0,1.0,1.0,1.0,1.0
2015,2727.7.xml,1.0,2.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,828.0,1.0,1.0,1.0,1.0
2015,2728.6.xml,1.0,2.0,13.0,1.0,2.0,2.0,1.0,2.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,781.0,0.0,0.0,0.0,0.0
2015,2728.7.xml,1.0,2.0,13.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,782.0,1.0,1.0,1.0,1.0
2015,2730.7.xml,1.0,2.0,11.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,819.0,1.0,1.0,1.0,1.0
2015,2732.7.xml,1.0,4.0,17.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,557.0,1.0,1.0,1.0,1.0
2015,2733.6.xml,1.0,2.0,11.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,496.0,0.0,0.0,0.0,0.0
2015,2739.7.xml,1.0,4.0,9.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4483.0,0.0,0.0,0.0,1.0
2015,2742.8.xml,1.0,6.0,44.0,3.0,2.0,2.0,1.0,2.0,1.0,19.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,21.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2319.0,0.0,0.0,0.0,1.0
2015,3112.7.xml,1.0,8.0,19.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,458.0,1.0,1.0,1.0,1.0
2015,3124.9.xml,1.0,7.0,50.0,5.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,5.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,894.0,0.0,0.0,0.0,1.0
2015,3136.5.xml,1.0,2.0,9.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,699.0,0.0,0.0,0.0,1.0
2015,3137.7.xml,1.0,2.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,241.0,1.0,1.0,1.0,1.0
2015,3140.8.xml,1.0,8.0,37.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,587.0,0.0,0.0,0.0,1.0
2015,3142.7.xml,1.0,2.0,23.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,376.0,0.0,0.0,0.0,0.0
2015,3143.9.xml,1.0,12.0,91.0,10.0,2.0,2.0,1.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,10.0,10.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1916.0,0.0,0.0,0.0,1.0
2015,3147.6.xml,1.0,2.0,18.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,543.0,0.0,0.0,0.0,0.0
2015,3147.7.xml,1.0,2.0,18.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,548.0,0.0,0.0,0.0,0.0
2015,3162.6.xml,1.0,2.0,7.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,350.0,0.0,0.0,0.0,1.0
2015,3167.6.xml,1.0,10.0,38.0,5.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,5.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,669.0,1.0,1.0,1.0,1.0
2015,3168.7.xml,1.0,6.0,19.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,551.0,1.0,1.0,1.0,1.0
2015,3168.8.xml,1.0,6.0,19.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,560.0,1.0,1.0,1.0,1.0
2015,3169.7.xml,1.0,4.0,30.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,7.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,482.0,1.0,1.0,1.0,1.0
2015,3184.7.xml,1.0,2.0,23.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,403.0,1.0,1.0,1.0,1.0
2015,3185.7.xml,1.0,2.0,19.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,334.0,0.0,0.0,0.0,1.0
2015,3189.10.xml,1.0,12.0,19.0,6.0,2.0,2.0,1.0,2.0,1.0,9.0,5.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,2.0,2.0,1.0,1.0,0.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1735.0,1.0,1.0,1.0,1.0
2015,3190.7.xml,1.0,12.0,71.0,6.0,2.0,2.0,1.0,1.0,0.0,5.0,4.0,1.0,0.0,1.0,6.0,6.0,0.0,11.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,905.0,0.0,0.0,0.0,0.0
2015,3192.9.xml,1.0,6.0,35.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,8.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4771.0,1.0,1.0,1.0,1.0
2015,3228.4.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,258.0,0.0,0.0,0.0,1.0
2015,3230.4.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,328.0,0.0,0.0,0.0,1.0
2015,3231.3.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,308.0,1.0,1.0,1.0,1.0
2015,3234.6.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,241.0,0.0,0.0,0.0,1.0
2015,3237.4.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,229.0,0.0,0.0,0.0,1.0
2015,3238.5.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,293.0,0.0,0.0,0.0,1.0
2015,3239.4.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,389.0,0.0,0.0,0.0,1.0
2015,3240.4.xml,1.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,373.0,0.0,0.0,0.0,1.0
