Collection,Record,Resource Quality Description,Unknown
2005,3980.12.xml,1.0,1106.0
2005,3982.1.xml,0.0,100.0
2005,3982.3.xml,0.0,108.0
2005,3982.7.xml,0.0,244.0
2005,3986.4.xml,0.0,98.0
2005,3990.1.xml,0.0,103.0
2005,3990.3.xml,0.0,111.0
2005,3990.4.xml,0.0,112.0
2005,3990.5.xml,0.0,278.0
2005,3995.3.xml,0.0,215.0
2005,3995.4.xml,0.0,214.0
2005,3999.4.xml,0.0,134.0
2005,4002.5.xml,0.0,442.0
2005,4004.3.xml,0.0,112.0
2005,4019.10.xml,0.0,760.0
2005,4019.11.xml,0.0,898.0
2005,4019.4.xml,0.0,344.0
2005,4019.5.xml,0.0,352.0
2005,4019.7.xml,0.0,356.0
2005,4020.17.xml,1.0,631.0
2005,4020.18.xml,1.0,634.0
2005,4020.20.xml,1.0,665.0
2005,4021.12.xml,0.0,1199.0
2005,4021.13.xml,0.0,1469.0
2005,4021.14.xml,0.0,1576.0
2005,4021.16.xml,0.0,1588.0
2005,4021.6.xml,0.0,640.0
2005,4021.7.xml,0.0,640.0
2005,4021.8.xml,0.0,640.0
2005,4022.11.xml,0.0,958.0
2005,4022.12.xml,0.0,1133.0
2005,4022.13.xml,0.0,1180.0
2005,4022.15.xml,0.0,1196.0
2005,4022.6.xml,0.0,596.0
2005,4022.7.xml,0.0,654.0
2005,4022.8.xml,0.0,712.0
2005,4022.9.xml,0.0,716.0
2005,4027.10.xml,0.0,636.0
2005,4027.11.xml,0.0,641.0
2005,4027.2.xml,0.0,287.0
2005,4027.3.xml,0.0,294.0
2005,4027.7.xml,0.0,562.0
2005,4027.8.xml,0.0,603.0
2005,4027.9.xml,0.0,640.0
2005,4031.2.xml,0.0,397.0
2005,4031.3.xml,0.0,404.0
2005,4031.4.xml,0.0,400.0
2005,4031.5.xml,0.0,466.0
2005,4031.8.xml,0.0,618.0
2005,4032.7.xml,0.0,948.0
2005,4033.4.xml,0.0,302.0
2005,4034.2.xml,0.0,259.0
2005,4035.6.xml,0.0,1550.0
2005,4041.10.xml,0.0,2310.0
2005,4041.5.xml,0.0,1028.0
2005,4044.5.xml,0.0,385.0
2005,4047.9.xml,0.0,2670.0
2005,4052.4.xml,0.0,219.0
2005,4052.7.xml,0.0,778.0
2005,4054.6.xml,0.0,1083.0
2005,4055.10.xml,0.0,572.0
2005,4055.5.xml,0.0,383.0
2005,4057.7.xml,0.0,616.0
2005,4059.2.xml,0.0,225.0
2005,4062.4.xml,0.0,200.0
2005,4062.7.xml,0.0,387.0
2005,4066.4.xml,0.0,567.0
2005,4333.1.xml,0.0,99.0
