XPath,14.12.xml,2.10.xml,42.7.xml,50.9.xml,72.7.xml
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.0,0.0,68.0,10.0,10.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,12.0,20.0,3.0,3.0,17.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,1.0,3.0,0.0,3.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,1.0,3.0,1.0,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,1.0,2.0,2.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,1.0,0.0,1.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,2.0,0.0,1.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,1.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.0,1.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/entityDescription,4.0,6.0,2.0,2.0,12.0
/eml:eml/dataset/dataTable/entityName,2.0,3.0,1.0,1.0,6.0
/eml:eml/dataset/dataTable/methods/methodStep/description/section/para/literalLayout,0.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,2.0,3.0,1.0,1.0,6.0
/eml:eml/dataset/dataTable/physical/objectName,2.0,3.0,1.0,1.0,6.0
/eml:eml/dataset/dataTable/physical/size,2.0,3.0,1.0,1.0,6.0
/eml:eml/dataset/distribution,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/intellectualRights/section/para/literalLayout,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/title,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,15.0,15.0,10.0,20.0,22.0
/eml:eml/dataset/keywordSet/keywordThesaurus,3.0,3.0,3.0,3.0,3.0
/eml:eml/dataset/language,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/onlineUrl,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/organizationName,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/methods/methodStep/description/section/para/literalLayout,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/pubDate,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/pubPlace,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/onlineUrl,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/organizationName,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/purpose,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/purpose/para/literalLayout,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/shortName,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/title,2.0,2.0,2.0,2.0,2.0
