XPath,KNZ_2005_EML,KNZ_2006_EML,KNZ_2008_EML,KNZ_2012_EML,KNZ_2015_EML,KNZ_2016_EML,KNZ_2017_EML,KNZ_2018_EML
/eml:eml/dataset/dataTable/physical/objectName,0.64,1.0,0.0,2.0,1.26,1.28,1.34,2.6
/eml:eml/dataset/dataTable/physical/size,0.0,0.0,0.0,0.0,0.01,0.01,1.34,2.6
/eml:eml/dataset/distribution/@scope,0.82,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,0.82,1.0,1.0,1.0,0.0,0.01,0.99,1.0
/eml:eml/dataset/intellectualRights/section/para,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0
/eml:eml/dataset/intellectualRights/section/para/literalLayout,0.0,0.0,0.0,0.0,0.15,0.15,0.99,1.0
/eml:eml/dataset/intellectualRights/section/title,0.0,0.0,0.0,0.0,0.17,0.18,0.99,1.0
/eml:eml/dataset/keywordSet/keyword,6.5,3.0,5.5,0.0,13.09,12.84,12.53,16.4
/eml:eml/dataset/keywordSet/keyword/@keywordType,0.36,0.0,0.0,0.0,7.45,7.1,0.13,0.0
/eml:eml/dataset/keywordSet/keywordThesaurus,0.0,0.0,0.0,0.0,0.5,0.4,2.69,3.0
/eml:eml/dataset/language,0.0,0.0,0.0,0.0,0.24,1.0,1.0,1.0
/eml:eml/dataset/maintenance/description/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0
/eml:eml/dataset/maintenance/description/section/para/literalLayout,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0
/eml:eml/dataset/maintenance/description/section/title,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0
/eml:eml/dataset/maintenance/maintenanceUpdateFrequency,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
/eml:eml/dataset/metadataProvider/address/city,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
/eml:eml/dataset/metadataProvider/address/country,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
/eml:eml/dataset/metadataProvider/address/postalCode,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
/eml:eml/dataset/metadataProvider/electronicMailAddress,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
/eml:eml/dataset/metadataProvider/individualName/givenName,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
/eml:eml/dataset/metadataProvider/individualName/surName,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
/eml:eml/dataset/metadataProvider/onlineUrl,0.0,0.0,0.0,0.0,0.0,0.19,0.99,1.0
/eml:eml/dataset/metadataProvider/organizationName,0.0,0.0,0.0,0.0,0.01,0.19,0.99,1.0
/eml:eml/dataset/metadataProvider/phone,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0
/eml:eml/dataset/metadataProvider/phone/@phonetype,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0
/eml:eml/dataset/methods/methodStep/description/para,0.09,0.0,0.0,0.0,1.99,1.89,0.02,0.0
/eml:eml/dataset/methods/methodStep/description/para/literalLayout,0.95,1.0,1.0,1.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/para/ulink,0.09,0.0,0.0,0.0,1.99,1.88,0.02,0.0
/eml:eml/dataset/methods/methodStep/description/section/para/literalLayout,0.0,0.0,0.0,0.0,0.01,0.05,1.03,1.0
/eml:eml/dataset/otherEntity/entityDescription,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0
/eml:eml/dataset/otherEntity/entityName,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0
/eml:eml/dataset/otherEntity/entityType,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0
/eml:eml/dataset/otherEntity/physical/dataFormat/externallyDefinedFormat/formatName,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0
/eml:eml/dataset/otherEntity/physical/distribution/online/url,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0
/eml:eml/dataset/otherEntity/physical/objectName,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0
/eml:eml/dataset/otherEntity/physical/size,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0
/eml:eml/dataset/pubDate,0.0,0.0,0.0,0.0,0.24,1.0,1.0,1.0
/eml:eml/dataset/pubPlace,0.0,0.0,0.0,0.0,0.01,0.01,0.99,1.0
/eml:eml/dataset/publisher/address/administrativeArea,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/city,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/country,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/deliveryPoint,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/postalCode,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/publisher/electronicMailAddress,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/publisher/individualName/givenName,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/publisher/individualName/surName,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/publisher/onlineUrl,0.0,0.0,0.0,0.0,0.0,0.01,0.99,1.0
/eml:eml/dataset/publisher/organizationName,0.0,0.0,0.0,0.0,0.0,0.01,0.99,1.0
/eml:eml/dataset/publisher/phone,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/publisher/phone/@phonetype,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/purpose/para,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
/eml:eml/dataset/purpose/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.8
/eml:eml/dataset/shortName,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/attributeDefinition,0.0,0.0,0.0,0.0,0.03,0.05,0.0,0.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/attributeLabel,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/attributeName,0.0,0.0,0.0,0.0,0.03,0.05,0.0,0.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0
